"Gene","Direction"
"SMCO4","Both"
"MTMR2","Both"
"LAYN","Both"
"DIXDC1","Both"
"AP002884.2","Both"
"CBL","Both"
"VSIG2","Both"
"ROBO4","Both"
"KCNJ5","Both"
"C11orf45","Both"
"ADAMTS15","Both"
"LINC00940","Both"
"VWF","Both"
"EMG1","Both"
"LPCAT3","Both"
"RBP5","Both"
"ETV6","Both"
"GPRC5D-AS1","Both"
"KRT86","Both"
"INHBE","Both"
"AC083805.1","Both"
"RMST","Both"
"GLT8D2","Both"
"SDS","Both"
"LINC00173","Both"
"MAP1LC3B2","Both"
"KSR2","Both"
"DNAH10OS","Both"
"STX2","Both"
"AC078925.1","Both"
"IRX1P1","Both"
"SMIM2-AS1","Both"
"ERICH6B","Both"
"ESD","Both"
"AL158066.1","Both"
"IPO5","Both"
"F7","Both"
"AL163195.3","Both"
"RNASE11","Both"
"AL163195.2","Both"
"LINC01551","Both"
"PRKD1","Both"
"EGLN3-AS1","Both"
"DAAM1","Both"
"DCAF5","Both"
"SRSF5","Both"
"AC005225.2","Both"
"SYNDIG1L","Both"
"LINC01220","Both"
"LRRC74A","Both"
"SERPINA5","Both"
"SERPINA4","Both"
"AL049839.2","Both"
"EML1","Both"
"HSP90AA1","Both"
"AL512356.1","Both"
"NUDT14","Both"
"SNHG14","Both"
"OTUD7A","Both"
"CDIN1","Both"
"PLCB2","Both"
"JMJD7-PLA2G4B","Both"
"SHF","Both"
"AC051619.3","Both"
"AP4E1","Both"
"CYP19A1","Both"
"PIGB","Both"
"GCNT3","Both"
"RAB8B","Both"
"UBAP1L","Both"
"SH2D7","Both"
"AKAP13","Both"
"AC087286.2","Both"
"AC091544.2","Both"
"CHASERR","Both"
"LINC01579","Both"
"FAM169B","Both"
"LUNAR1","Both"
"FAM234A","Both"
"AXIN1","Both"
"IL32","Both"
"AJ003147.2","Both"
"ZC3H7A","Both"
"PRKCB","Both"
"IL4R","Both"
"BRD7","Both"
"SNX20","Both"
"FA2H","Both"
"HSD17B2","Both"
"SLC38A8","Both"
"AC040169.4","Both"
"IRF8","Both"
"AC092723.4","Both"
"RTN4RL1","Both"
"TRPV2","Both"
"LRRC75A","Both"
"SLC47A2","Both"
"AC024619.3","Both"
"ABHD15","Both"
"AC243571.2","Both"
"AC004231.1","Both"
"GRN","Both"
"ADAM11","Both"
"HEXIM2","Both"
"AC103702.2","Both"
"LINC02086","Both"
"SCN4A","Both"
"LGALS3BP","Both"
"RBFOX3","Both"
"NARF","Both"
"COLEC12","Both"
"TMEM200C","Both"
"AP001021.1","Both"
"PTPRM","Both"
"TUBB6","Both"
"GATA6","Both"
"TMEM241","Both"
"ANKRD29","Both"
"TTC39C","Both"
"CCBE1","Both"
"CNDP2","Both"
"LINC00683","Both"
"ADNP2","Both"
"PARD6G-AS1","Both"
"FUT3","Both"
"C3","Both"
"INSR","Both"
"CAMSAP3","Both"
"EVI5L","Both"
"PRAM1","Both"
"ZSWIM4","Both"
"SLC1A6","Both"
"CCDC105","Both"
"PGLYRP2","Both"
"GDF15","Both"
"SLC7A10","Both"
"DEDD2","Both"
"OPA3","Both"
"C5AR2","Both"
"AC011450.1","Both"
"CD37","Both"
"NAPSA","Both"
"LRRC4B","Both"
"KLK13","Both"
"EPS8L1","Both"
"AC010327.4","Both"
"AC020915.4","Both"
"AC020915.2","Both"
"ZNF8","Both"
"ZNF8-ERVK3-1","Both"
"MZF1","Both"
"KCNB1","Both"
"KCNG1","Both"
"CDH4","Both"
"LINC01749","Both"
"LINC00649","Both"
"RIPPLY3","Both"
"KCNJ15","Both"
"AF064860.1","Both"
"CFAP410","Both"
"AP001062.1","Both"
"COL18A1-AS2","Both"
"S100B","Both"
"SLC25A18","Both"
"P2RX6","Both"
"RFPL1S","Both"
"RAC2","Both"
"MGAT3","Both"
"PHETA2","Both"
"PNPLA3","Both"
"SHISAL1","Both"
"TNFRSF18","Both"
"TNFRSF14","Both"
"AL354743.2","Both"
"ARHGEF16","Both"
"GPR153","Both"
"CAMTA1","Both"
"SLC2A5","Both"
"PIK3CD-AS1","Both"
"ARHGEF19","Both"
"SPATA21","Both"
"CROCC","Both"
"AL049569.1","Both"
"ARHGEF10L","Both"
"UBR4","Both"
"LINC01141","Both"
"MYOM3","Both"
"PTAFR","Both"
"PUM1","Both"
"BMP8B","Both"
"RIMS3","Both"
"SHISAL2A","Both"
"ACOT11","Both"
"AC119674.1","Both"
"AC119674.2","Both"
"PTGER3","Both"
"PKN2-AS1","Both"
"GBP4","Both"
"LRRC8D","Both"
"LINC01763","Both"
"DIPK1A","Both"
"SLC6A17","Both"
"PTPN22","Both"
"ATP1A1-AS1","Both"
"THEM5","Both"
"SMCP","Both"
"DCST2","Both"
"DCST1","Both"
"SMG5","Both"
"MPZ","Both"
"GPA33","Both"
"STYXL2","Both"
"ADCY10","Both"
"STX6","Both"
"MIR181A1HG","Both"
"PKP1","Both"
"PIGR","Both"
"USH2A","Both"
"ENAH","Both"
"LYST","Both"
"KIF26B","Both"
"LINC01250","Both"
"PDIA6","Both"
"ROCK2","Both"
"KCNK3","Both"
"BABAM2","Both"
"PLB1","Both"
"CAPN13","Both"
"QPCT","Both"
"MSH2","Both"
"FBXO41","Both"
"TPRKB","Both"
"VWA3B","Both"
"FBLN7","Both"
"IL1B","Both"
"IL36RN","Both"
"LINC01191","Both"
"GLI2","Both"
"TFCP2L1","Both"
"CYP27C1","Both"
"TMEM163","Both"
"CYTIP","Both"
"AC104088.1","Both"
"UBE2E3","Both"
"SP100","Both"
"LINC01937","Both"
"AC113618.2","Both"
"MTERF4","Both"
"AC018816.1","Both"
"SSUH2","Both"
"EIF1B-AS1","Both"
"LZTFL1","Both"
"USP4","Both"
"RBM5","Both"
"DOCK3","Both"
"DNAH12","Both"
"LRIG1","Both"
"TAFA1","Both"
"CMSS1","Both"
"FILIP1L","Both"
"FSTL1","Both"
"KBTBD12","Both"
"RPN1","Both"
"AC092957.1","Both"
"TM4SF4","Both"
"CLRN1-AS1","Both"
"AC020636.1","Both"
"CLRN1","Both"
"LINC00880","Both"
"TMEM212-AS1","Both"
"TMEM212","Both"
"FGF12","Both"
"ATP13A3","Both"
"LINC00884","Both"
"MUC4","Both"
"CPLX1","Both"
"HGFAC","Both"
"MAN2B2","Both"
"LINC02482","Both"
"AC093323.1","Both"
"SORCS2","Both"
"KLHL5","Both"
"RBM47","Both"
"ADAMTS3","Both"
"PRSS12","Both"
"PRDM5","Both"
"MGST2","Both"
"C4orf51","Both"
"TTC29","Both"
"AC092435.2","Both"
"GATB","Both"
"RAPGEF2","Both"
"ENPP6","Both"
"LINC02437","Both"
"DNAH5","Both"
"IL7R","Both"
"CPLANE1","Both"
"LINC02119","Both"
"FYB1","Both"
"C5orf67","Both"
"CAMK4","Both"
"LINC02208","Both"
"IRF1-AS1","Both"
"AC116366.2","Both"
"AC142391.1","Both"
"ECSCR","Both"
"AC008667.2","Both"
"PCDH12","Both"
"RNF14","Both"
"CCDC69","Both"
"GM2A","Both"
"LINC01847","Both"
"ADRA1B","Both"
"TENM2","Both"
"CTB-178M22.2","Both"
"UNC5A","Both"
"AC106795.3","Both"
"AL512308.1","Both"
"PXDC1","Both"
"PPP1R3G","Both"
"BMP6","Both"
"TBC1D7","Both"
"CMAHP","Both"
"AL121936.1","Both"
"LINC01012","Both"
"GGNBP1","Both"
"SCUBE3","Both"
"PXT1","Both"
"RAB44","Both"
"AL121974.1","Both"
"FILIP1","Both"
"MEI4","Both"
"PRSS35","Both"
"AL353135.2","Both"
"LIN28B-AS1","Both"
"METTL24","Both"
"HDAC2","Both"
"AL132671.2","Both"
"DCBLD1","Both"
"AL513164.1","Both"
"SASH1","Both"
"AL357075.4","Both"
"CNKSR3","Both"
"ARID1B","Both"
"SNX9","Both"
"SLC22A3","Both"
"LINC02538","Both"
"FRMD1","Both"
"SMOC2","Both"
"AL109910.2","Both"
"CYTH3","Both"
"GRID2IP","Both"
"GCK","Both"
"OGDH","Both"
"NACAD","Both"
"AC005999.2","Both"
"CALN1","Both"
"ZP3","Both"
"SMURF1","Both"
"MYH16","Both"
"AC004834.1","Both"
"EFCAB10","Both"
"PRRT4","Both"
"TSPAN33","Both"
"CLCN1","Both"
"CUL1","Both"
"KRBA1","Both"
"AC021218.1","Both"
"AC005481.1","Both"
"MSRA","Both"
"AC107959.1","Both"
"RP1","Both"
"DNAJC5B","Both"
"ZHX2","Both"
"CCDC26","Both"
"AC103718.1","Both"
"PHF20L1","Both"
"KIFC2","Both"
"ARHGAP39","Both"
"GLDC","Both"
"PTPRD","Both"
"ADAMTSL1","Both"
"MIR31HG","Both"
"ARID3C","Both"
"TLN1","Both"
"GNAQ","Both"
"STRA6LP","Both"
"CCDC180","Both"
"PTCSC2","Both"
"GALNT12","Both"
"TMEM245","Both"
"EPB41L4B","Both"
"PAPPA","Both"
"PTGS1","Both"
"ZBTB34","Both"
"AL353803.2","Both"
"AL353803.1","Both"
"PTGES","Both"
"GFI1B","Both"
"VAV2","Both"
"COL5A1","Both"
"PRR26","Both"
"LINC02668","Both"
"CAMK1D","Both"
"JCAD","Both"
"SGMS1","Both"
"HKDC1","Both"
"SYNPO2L","Both"
"CAMK2G","Both"
"AC018511.2","Both"
"DUSP29","Both"
"PCGF5","Both"
"ABCC2","Both"
"ACSL5","Both"
"AL157786.1","Both"
"PTPRE","Both"
"PTDSS2","Both"
"TRIM6-TRIM34","Both"
"TRIM34","Both"
"SCUBE2","Both"
"LINC01495","Both"
"CLPB","Both"
"KLHL35","Both"
"PRSS23","Both"
"AP002008.2","Both"
"LINC02763","Both"
"HTR3B","Both"
"AP002518.2","Both"
"NNMT","Both"
"RNF214","Both"
"BACE1","Both"
"AP001977.1","Both"
"SLC37A2","Both"
"DYRK4","Both"
"ANKRD33","Both"
"COPZ1","Both"
"GTSF1","Both"
"AC097104.1","Both"
"LINC02458","Both"
"PLEKHG7","Both"
"AC007656.2","Both"
"ANO4","Both"
"TMEM119","Both"
"AC125603.2","Both"
"CAMKK2","Both"
"HPD","Both"
"AC027290.2","Both"
"SFSWAP","Both"
"GJB6","Both"
"FLT3","Both"
"MTUS2","Both"
"LINC00426","Both"
"FREM2","Both"
"RB1","Both"
"ATP7B","Both"
"MBNL2","Both"
"AL356966.1","Both"
"MYO16","Both"
"ATP4B","Both"
"C14orf93","Both"
"ABHD12B","Both"
"OTX2-AS1","Both"
"AL161757.4","Both"
"DACT1","Both"
"LINC01500","Both"
"RAD51B","Both"
"CCNK","Both"
"AL132709.7","Both"
"FAN1","Both"
"MAPKBP1","Both"
"SPTBN5","Both"
"SORD","Both"
"ONECUT1","Both"
"AC009554.1","Both"
"PLEKHO2","Both"
"IGDCC3","Both"
"PPCDC","Both"
"CIB2","Both"
"IDH3A","Both"
"CEMIP","Both"
"TMC3-AS1","Both"
"AP3B2","Both"
"AC015712.1","Both"
"TM2D3","Both"
"TRAF7","Both"
"CLEC16A","Both"
"ACSM3","Both"
"ACSM1","Both"
"USP31","Both"
"KATNIP","Both"
"GSG1L","Both"
"AC007611.1","Both"
"CCDC102A","Both"
"TK2","Both"
"ZFP90","Both"
"AC026464.3","Both"
"AC026464.1","Both"
"IL34","Both"
"LINC02136","Both"
"AC009070.1","Both"
"SDR42E1","Both"
"ZCCHC14","Both"
"AC126696.1","Both"
"AC099684.1","Both"
"TRPV3","Both"
"TRPV1","Both"
"AC027796.3","Both"
"CYB5D2","Both"
"ANKFY1","Both"
"HS3ST3A1","Both"
"KRT27","Both"
"VPS25","Both"
"WNK4","Both"
"TMEM101","Both"
"ARHGAP27","Both"
"PHOSPHO1","Both"
"AC006487.1","Both"
"TOB1-AS1","Both"
"LPO","Both"
"TCAM1P","Both"
"TEX2","Both"
"MILR1","Both"
"RGS9","Both"
"KCNJ16","Both"
"KIF19","Both"
"SLC9A3R1","Both"
"MYO15B","Both"
"AC021683.2","Both"
"AC127496.1","Both"
"B3GNTL1","Both"
"AQP4","Both"
"FHOD3","Both"
"ST8SIA5","Both"
"SERPINB13","Both"
"HMSD","Both"
"PALM","Both"
"MISP","Both"
"DAZAP1","Both"
"DOT1L","Both"
"TMPRSS9","Both"
"GNG7","Both"
"CELF5","Both"
"PIP5K1C","Both"
"ELAVL1","Both"
"SLC44A2","Both"
"BEST2","Both"
"GCDH","Both"
"CPAMD8","Both"
"AC010319.2","Both"
"NIBAN3","Both"
"FCHO1","Both"
"AC002985.1","Both"
"GAPDHS","Both"
"ATP4A","Both"
"AD000090.1","Both"
"AC016582.1","Both"
"ACTN4","Both"
"CAPN12","Both"
"ACP7","Both"
"PRX","Both"
"AC010519.1","Both"
"SLC17A7","Both"
"PRR12","Both"
"ASPDH","Both"
"KLK4","Both"
"IGLON5","Both"
"PPP1R12C","Both"
"KMT5C","Both"
"ZNF865","Both"
"EPN1","Both"
"ZIM2-AS1","Both"
"ZNF343","Both"
"TMC2","Both"
"OVOL2","Both"
"NINL","Both"
"CBFA2T2","Both"
"AHCY","Both"
"MMP24OS","Both"
"MMP24","Both"
"FER1L4","Both"
"ADIG","Both"
"CD40","Both"
"AL035685.1","Both"
"LAMA5","Both"
"KCNQ2","Both"
"LINC00334","Both"
"COL6A1","Both"
"COL6A2","Both"
"FTCD","Both"
"ARVCF","Both"
"TPST2","Both"
"KREMEN1","Both"
"GAL3ST1","Both"
"CDC42EP1","Both"
"TAB1","Both"
"TNFRSF13C","Both"
"LRRC47","Both"
"AL121992.1","Both"
"LACTBL1","Both"
"CNR2","Both"
"SLC9A1","Both"
"AHDC1","Both"
"TMEM54","Both"
"A3GALT2","Both"
"AL513327.1","Both"
"PHC2","Both"
"TSPAN1","Both"
"SLC1A7","Both"
"IFI44L","Both"
"LPAR3","Both"
"CA14","Both"
"TARS2","Both"
"ANXA9","Both"
"ATP1A2","Both"
"OLFML2B","Both"
"PBX1","Both"
"ILDR2","Both"
"SLC9C2","Both"
"TNNT2","Both"
"AC119427.2","Both"
"AL513217.1","Both"
"LMOD1","Both"
"REN","Both"
"EIF2D","Both"
"LINC01698","Both"
"AC092803.2","Both"
"AC092811.1","Both"
"AC017053.1","Both"
"AC068286.2","Both"
"LINC01808","Both"
"HS1BP3","Both"
"ADGRF3","Both"
"SELENOI","Both"
"RMDN2","Both"
"RMDN2-AS1","Both"
"LINC02613","Both"
"LINC01121","Both"
"LINC01119","Both"
"AC092650.1","Both"
"FER1L5","Both"
"FAM178B","Both"
"AC010978.1","Both"
"UXS1","Both"
"LINC01885","Both"
"EDAR","Both"
"SH3RF3","Both"
"IL36G","Both"
"TMEM37","Both"
"AC011246.1","Both"
"LINC02572","Both"
"ARHGAP15","Both"
"TEX41","Both"
"FMNL2","Both"
"AC079305.2","Both"
"AC006460.2","Both"
"NAB1","Both"
"AOX2P","Both"
"CLK1","Both"
"AC009226.1","Both"
"CATIP-AS2","Both"
"EPHA4","Both"
"DIS3L2","Both"
"COL6A3","Both"
"CROCC2","Both"
"D2HGDH","Both"
"LMCD1-AS1","Both"
"FBLN2","Both"
"CMTM8","Both"
"STAC","Both"
"SCN11A","Both"
"LARS2","Both"
"ZNF589","Both"
"PBRM1","Both"
"CD96","Both"
"GPR156","Both"
"HGD","Both"
"KALRN","Both"
"TMCC1","Both"
"AC117386.1","Both"
"KCNMB2","Both"
"AC117457.1","Both"
"KCNMB2-AS1","Both"
"KLHL6","Both"
"TP63","Both"
"LINC00885","Both"
"AFAP1","Both"
"HMX1","Both"
"AC111194.2","Both"
"THEGL","Both"
"SHROOM3","Both"
"SHROOM3-AS1","Both"
"MMRN1","Both"
"LINC01095","Both"
"ADAMTS16","Both"
"CDH9","Both"
"PDZD2","Both"
"HEXB","Both"
"AC008406.2","Both"
"SPINK5","Both"
"AC011346.1","Both"
"PDGFRB","Both"
"AC008632.1","Both"
"AC139491.5","Both"
"OR2V2","Both"
"EXOC2","Both"
"AL357054.2","Both"
"SERPINB9P1","Both"
"TUBB2A","Both"
"HCG22","Both"
"LY6G6F-LY6G6D","Both"
"HLA-DPA1","Both"
"HLA-DPB1","Both"
"PNPLA1","Both"
"GLP1R","Both"
"AL109615.2","Both"
"MLIP","Both"
"MICAL1","Both"
"ZBTB24","Both"
"AKAP7","Both"
"ARFGEF3","Both"
"ECT2L","Both"
"ZDHHC14","Both"
"MAP3K4","Both"
"AL078602.1","Both"
"AFDN","Both"
"AL513210.1","Both"
"FSCN1","Both"
"AC004540.1","Both"
"AOAH","Both"
"SRRM3","Both"
"AC004522.3","Both"
"TRIM56","Both"
"FBXL13","Both"
"LRRC17","Both"
"ZC3HC1","Both"
"AC016831.6","Both"
"LINC-PINT","Both"
"ATP6V0A4","Both"
"TMEM213","Both"
"EPHB6","Both"
"AC005229.5","Both"
"GIMAP1-GIMAP5","Both"
"MYOM2","Both"
"SCARA5","Both"
"AC091182.1","Both"
"LINC01605","Both"
"STAR","Both"
"AC084024.3","Both"
"AC069120.1","Both"
"CPA6","Both"
"AC036214.3","Both"
"TPD52","Both"
"LRP12","Both"
"ZFPM2-AS1","Both"
"CASC8","Both"
"ZC3H3","Both"
"AC067930.3","Both"
"PARP10","Both"
"ZNF34","Both"
"CD274","Both"
"TMC1","Both"
"GOLM1","Both"
"TGFBR1","Both"
"TMEM246-AS1","Both"
"MUSK","Both"
"SLC31A2","Both"
"ZNF618","Both"
"TNFSF15","Both"
"MIR600HG","Both"
"STRBP","Both"
"NR5A1","Both"
"GPR107","Both"
"NCS1","Both"
"BRD3","Both"
"FAM171A1","Both"
"ARMC3","Both"
"CCNY","Both"
"AC068707.1","Both"
"VSTM4","Both"
"BICC1","Both"
"UNC5B","Both"
"VSIR","Both"
"TSPAN14","Both"
"SH2D4B","Both"
"LIPA","Both"
"PLCE1","Both"
"CPN1","Both"
"COL17A1","Both"
"HABP2","Both"
"GRK5","Both"
"BTBD16","Both"
"LINC01163","Both"
"TCERG1L","Both"
"CARS1","Both"
"DCHS1","Both"
"AC091564.5","Both"
"RPL27A","Both"
"SWAP70","Both"
"INSC","Both"
"AMBRA1","Both"
"AP006333.2","Both"
"CCDC88B","Both"
"AP000944.5","Both"
"KCNK7","Both"
"NDUFS8","Both"
"AP000879.2","Both"
"PDE2A-AS1","Both"
"KCTD21-AS1","Both"
"MAML2","Both"
"YAP1","Both"
"AP001267.3","Both"
"CLMP","Both"
"AP001970.1","Both"
"KIRREL3","Both"
"KIRREL3-AS1","Both"
"APLP2","Both"
"GLB1L2","Both"
"SLC6A13","Both"
"ITFG2","Both"
"CD4","Both"
"CLSTN3","Both"
"SLC2A14","Both"
"DERA","Both"
"AEBP2","Both"
"AC024257.3","Both"
"SPATS2","Both"
"AQP2","Both"
"FLJ12825","Both"
"LINC02381","Both"
"R3HDM2","Both"
"FRS2","Both"
"PLXNC1","Both"
"STAB2","Both"
"ACACB","Both"
"ATP2A2","Both"
"TESC","Both"
"TESC-AS1","Both"
"CFAP251","Both"
"AC135586.2","Both"
"LINC00350","Both"
"ALOX5AP","Both"
"ZAR1L","Both"
"CARS2","Both"
"SLC25A21","Both"
"FRMD6-AS2","Both"
"AC004817.5","Both"
"ESRRB","Both"
"CLMN","Both"
"AL133467.3","Both"
"BDKRB1","Both"
"AL355102.4","Both"
"IVD","Both"
"AC091045.1","Both"
"TGM5","Both"
"HDC","Both"
"LINC00926","Both"
"TLN2","Both"
"AC103740.1","Both"
"DAPK2","Both"
"PAQR5","Both"
"AC027808.1","Both"
"AC027808.2","Both"
"AC048382.5","Both"
"PLIN1","Both"
"ANPEP","Both"
"CRTC3-AS1","Both"
"AC015660.1","Both"
"AL023882.1","Both"
"AC009041.1","Both"
"MEFV","Both"
"ZNF263","Both"
"LITAF","Both"
"DNAH3","Both"
"AC099482.2","Both"
"SCNN1G","Both"
"BCKDK","Both"
"ABCC11","Both"
"CES5A","Both"
"NLRC5","Both"
"CNGB1","Both"
"TEPP","Both"
"GINS3","Both"
"LRRC29","Both"
"TAT-AS1","Both"
"CFDP1","Both"
"MAF","Both"
"WFDC1","Both"
"AC092275.1","Both"
"LINC02188","Both"
"CA5A","Both"
"PIEZO1","Both"
"CDK10","Both"
"INPP5K","Both"
"SERPINF2","Both"
"SERPINF1","Both"
"NCBP3","Both"
"ALOX15B","Both"
"ARHGAP44","Both"
"ELAC2","Both"
"PIGL","Both"
"FLII","Both"
"AC025627.1","Both"
"MYO1D","Both"
"AC079336.5","Both"
"CISD3","Both"
"STARD3","Both"
"IKZF3","Both"
"CCR7","Both"
"OSBPL7","Both"
"PRR29","Both"
"FAM20A","Both"
"AC097641.1","Both"
"SSTR2","Both"
"KCTD2","Both"
"AC087289.3","Both"
"FBF1","Both"
"UBALD2","Both"
"C17orf99","Both"
"CANT1","Both"
"NPLOC4","Both"
"PTPN2","Both"
"DOK6","Both"
"BTBD2","Both"
"PEAK3","Both"
"DIRAS1","Both"
"AC006538.2","Both"
"SLC39A3","Both"
"ZBTB7A","Both"
"KDM4B","Both"
"ZNF20","Both"
"AC012618.3","Both"
"TPM4","Both"
"AC020911.2","Both"
"KLF2","Both"
"EPS15L1","Both"
"B3GNT3","Both"
"ELL","Both"
"GATAD2A","Both"
"GRAMD1A","Both"
"AC011455.1","Both"
"PLD3","Both"
"ARHGEF1","Both"
"ERFL","Both"
"AC007785.1","Both"
"SPHK2","Both"
"DBP","Both"
"GYS1","Both"
"PPFIA3","Both"
"TRPM4","Both"
"RPS11","Both"
"RCN3","Both"
"C19orf81","Both"
"AC063977.5","Both"
"AC010320.4","Both"
"ZNF610","Both"
"CACNG7","Both"
"AL031665.1","Both"
"SDCBP2","Both"
"SDCBP2-AS1","Both"
"AL109809.1","Both"
"SIRPA","Both"
"ADRA1D","Both"
"RASSF2","Both"
"BANF2","Both"
"DZANK1","Both"
"EFCAB8","Both"
"ARHGAP40","Both"
"ADA","Both"
"RIMS4","Both"
"MIR646HG","Both"
"SS18L1","Both"
"YTHDF1","Both"
"LTN1","Both"
"PDXK","Both"
"SPATC1L","Both"
"PRMT2","Both"
"MICAL3","Both"
"AP000553.1","Both"
"NCF4","Both"
"IL2RB","Both"
"IL17REL","Both"
"SHANK3","Both"
"C1QTNF12","Both"
"CFAP74","Both"
"ZBTB48","Both"
"C1orf127","Both"
"MTOR","Both"
"FBXO6","Both"
"KLHDC7A","Both"
"CAPZB","Both"
"TMCO4","Both"
"VWA5B1","Both"
"WNT4","Both"
"MDS2","Both"
"PITHD1","Both"
"EYA3","Both"
"LAPTM5","Both"
"AL020995.1","Both"
"DLGAP3","Both"
"ZMYM1","Both"
"AL353604.1","Both"
"ERI3","Both"
"GPBP1L1","Both"
"P3R3URF-PIK3R3","Both"
"TMEM275","Both"
"LINC02794","Both"
"LINC01358","Both"
"HSD52","Both"
"AL583808.1","Both"
"LINC02785","Both"
"GSTM2","Both"
"GSTM5","Both"
"AL158847.1","Both"
"AL390066.1","Both"
"AL390066.2","Both"
"CD160","Both"
"GJA5","Both"
"VPS72","Both"
"PUDPP2","Both"
"FLG-AS1","Both"
"RHBG","Both"
"ASTN1","Both"
"CLEC20A","Both"
"LINC00862","Both"
"AC104461.1","Both"
"AC105940.1","Both"
"ZC3H11A","Both"
"ZBED6","Both"
"PTPN14","Both"
"LEFTY1","Both"
"AL117348.2","Both"
"AL445524.2","Both"
"DISC1-IT1","Both"
"PCNX2","Both"
"AL391832.4","Both"
"OPN3","Both"
"WDR64","Both"
"PLD5","Both"
"EFCAB2","Both"
"OR2B11","Both"
"AC105393.2","Both"
"AC093326.1","Both"
"AC011995.2","Both"
"AC013460.1","Both"
"LINC00299","Both"
"AC010969.3","Both"
"AC130710.1","Both"
"AC018742.1","Both"
"ARHGEF33","Both"
"LINC01118","Both"
"AC093110.1","Both"
"MIR4432HG","Both"
"AHSA2P","Both"
"SPRED2","Both"
"AC073263.1","Both"
"POLR1A","Both"
"C2orf92","Both"
"IL1RN","Both"
"PSD4","Both"
"PTPN18","Both"
"LINC02612","Both"
"GALNT5","Both"
"KCNH7","Both"
"SCN7A","Both"
"GLS","Both"
"STAT1","Both"
"PLCL1","Both"
"SPATS2L","Both"
"GPR1-AS","Both"
"DNAJB2","Both"
"AC053503.1","Both"
"AC009950.1","Both"
"ERFE","Both"
"LINC01107","Both"
"AC124861.1","Both"
"MAB21L4","Both"
"PASK","Both"
"ATG7","Both"
"ITGA9-AS1","Both"
"KIF15","Both"
"MAP4","Both"
"POC1A","Both"
"PRKCD","Both"
"LINC02085","Both"
"LINC00636","Both"
"NR1I2","Both"
"ILDR1","Both"
"PLXND1","Both"
"TNFSF10","Both"
"NLGN1","Both"
"AC069431.1","Both"
"ATP11B","Both"
"AC069421.3","Both"
"XXYLT1","Both"
"LINC01983","Both"
"AC116565.1","Both"
"SLC26A1","Both"
"FAM53A","Both"
"SH3BP2","Both"
"QDPR","Both"
"ADGRA3","Both"
"RELL1","Both"
"DAPP1","Both"
"INTU","Both"
"RNF175","Both"
"SH3RF1","Both"
"GALNTL6","Both"
"PDLIM3","Both"
"SLC9A3-AS1","Both"
"LPCAT1","Both"
"MAP3K1","Both"
"LINC02056","Both"
"FOXD1","Both"
"LINC01331","Both"
"ACOT12","Both"
"MCTP1","Both"
"NREP-AS1","Both"
"AC010255.2","Both"
"GRAMD2B","Both"
"ARHGEF37","Both"
"MFAP3","Both"
"MIR3142HG","Both"
"FGF18","Both"
"FBXW11","Both"
"ERGIC1","Both"
"AC113346.2","Both"
"LINC01622","Both"
"GMDS-DT","Both"
"LYRM4-AS1","Both"
"HIVEP1","Both"
"CDKAL1","Both"
"SLC17A3","Both"
"ZSCAN31","Both"
"MICB","Both"
"TSBP1-AS1","Both"
"GUCA1A","Both"
"AL096814.2","Both"
"PTCRA","Both"
"ADGRF2","Both"
"LINC01564","Both"
"EYS","Both"
"ADGRB3","Both"
"AL136164.2","Both"
"AL589740.1","Both"
"FAXC","Both"
"GJA1","Both"
"PDE7B","Both"
"AL138828.1","Both"
"HIVEP2","Both"
"STXBP5-AS1","Both"
"MTHFD1L","Both"
"TIAM2","Both"
"AL138716.1","Both"
"C6orf118","Both"
"TCP10L2","Both"
"AC093627.5","Both"
"DNAAF5","Both"
"PSMG3-AS1","Both"
"IQCE","Both"
"MACC1","Both"
"CREB5","Both"
"NOD1","Both"
"GHRHR","Both"
"URGCP","Both"
"FIGNL1","Both"
"DDC","Both"
"COBL","Both"
"AUTS2","Both"
"POR","Both"
"LINC00513","Both"
"PLXNA4","Both"
"WDR91","Both"
"AC005586.1","Both"
"AC073111.2","Both"
"UBE3C","Both"
"CLN8","Both"
"RHOBTB2","Both"
"TNFRSF10B","Both"
"ADAM28","Both"
"DOCK5","Both"
"CDCA2","Both"
"TRIM35","Both"
"AC124067.2","Both"
"AC007991.3","Both"
"IDO2","Both"
"IKBKB","Both"
"CHD7","Both"
"AP001208.1","Both"
"NSMCE2","Both"
"AC024382.1","Both"
"AC103758.1","Both"
"C9orf92","Both"
"TEK","Both"
"TJP2","Both"
"GNA14-AS1","Both"
"TLE4","Both"
"TLE1","Both"
"UNQ6494","Both"
"LINC00476","Both"
"AL449403.1","Both"
"HSD17B3","Both"
"AL160269.1","Both"
"AL589843.1","Both"
"NANS","Both"
"AL157702.2","Both"
"AKNA","Both"
"DELEC1","Both"
"TNC","Both"
"CDK5RAP2","Both"
"CRB2","Both"
"PSMB7","Both"
"LRRC8A","Both"
"NUP188","Both"
"LINC01503","Both"
"NOTCH1","Both"
"LINC00200","Both"
"LINC02669","Both"
"ASB13","Both"
"LINC01517","Both"
"AL359546.1","Both"
"TMEM72","Both"
"AC024598.1","Both"
"AC067752.1","Both"
"HK1","Both"
"TSPAN15","Both"
"LINC01374","Both"
"MYOF","Both"
"ARMH3","Both"
"RPARP-AS1","Both"
"SUFU","Both"
"ZDHHC6","Both"
"LINC02674","Both"
"RGS10","Both"
"PLEKHA1","Both"
