"","ONTOLOGY","TERM","N","DE","P.DE","FDR"
"GO:0061082","BP","myeloid leukocyte cytokine production",50,48,0.658948572518337,1
"GO:0048865","BP","stem cell fate commitment",10,10,0.658995925430764,1
"GO:0048227","BP","plasma membrane to endosome transport",10,10,0.659008778483062,1
"GO:0046501","BP","protoporphyrinogen IX metabolic process",10,10,0.659040458830364,1
"GO:0071546","CC","pi-body",10,10,0.659071100613165,1
"GO:0033089","BP","positive regulation of T cell differentiation in thymus",10,10,0.659093315228729,1
"GO:0005819","CC","spindle",429,410,0.65914004098991,1
"GO:0006656","BP","phosphatidylcholine biosynthetic process",29,28,0.659272961533552,1
"GO:0008303","CC","caspase complex",10,10,0.659274702960215,1
"GO:0051967","BP","negative regulation of synaptic transmission, glutamatergic",10,10,0.659278775539156,1
"GO:0001975","BP","response to amphetamine",29,28,0.659343746505437,1
"GO:1903659","BP","regulation of complement-dependent cytotoxicity",9,9,0.65941290653242,1
"GO:0034056","MF","estrogen response element binding",10,10,0.659517081611402,1
"GO:0042393","MF","histone binding",158,151,0.659557490636292,1
"GO:0072173","BP","metanephric tubule morphogenesis",10,10,0.659719096862621,1
"GO:0051964","BP","negative regulation of synapse assembly",10,10,0.659721366251065,1
"GO:0034115","BP","negative regulation of heterotypic cell-cell adhesion",10,10,0.659769258048516,1
"GO:0070587","BP","regulation of cell-cell adhesion involved in gastrulation",10,10,0.659769258048516,1
"GO:1905806","BP","regulation of synapse pruning",10,10,0.659785427165875,1
"GO:0002069","BP","columnar/cuboidal epithelial cell maturation",10,10,0.659797697711534,1
"GO:0060613","BP","fat pad development",10,10,0.659871260007217,1
"GO:0051933","BP","amino acid neurotransmitter reuptake",10,10,0.659872207717248,1
"GO:1905523","BP","positive regulation of macrophage migration",28,27,0.659887661151787,1
"GO:0016684","MF","oxidoreductase activity, acting on peroxide as acceptor",48,46,0.659919717218587,1
"GO:0048664","BP","neuron fate determination",10,10,0.660027972589543,1
"GO:0097733","CC","photoreceptor cell cilium",112,107,0.660113872882355,1
"GO:0030853","BP","negative regulation of granulocyte differentiation",10,10,0.660225877204694,1
"GO:0046618","BP","xenobiotic export from cell",27,26,0.66027271108472,1
"GO:0060385","BP","axonogenesis involved in innervation",10,10,0.660354290164828,1
"GO:0002725","BP","negative regulation of T cell cytokine production",9,9,0.660399058523974,1
"GO:0043495","MF","protein-membrane adaptor activity",49,47,0.660405365353989,1
"GO:0098887","BP","neurotransmitter receptor transport, endosome to postsynaptic membrane",10,10,0.660501836800357,1
"GO:0099639","BP","neurotransmitter receptor transport, endosome to plasma membrane",10,10,0.660501836800357,1
"GO:0015820","BP","L-leucine transport",10,10,0.660667636211821,1
"GO:0032534","BP","regulation of microvillus assembly",10,10,0.660681448926498,1
"GO:0044829","BP","host-mediated activation of viral genome replication",10,10,0.660835787061281,1
"GO:0002698","BP","negative regulation of immune effector process",132,126,0.66094834006605,1
"GO:2001241","BP","positive regulation of extrinsic apoptotic signaling pathway in absence of ligand",10,10,0.660967014552675,1
"GO:0072175","BP","epithelial tube formation",138,132,0.660983497769424,1
"GO:0008206","BP","bile acid metabolic process",48,46,0.661180595932514,1
"GO:0035907","BP","dorsal aorta development",10,10,0.66127619425454,1
"GO:0030262","BP","apoptotic nuclear changes",29,28,0.661302526072646,1
"GO:0060056","BP","mammary gland involution",10,10,0.661530298780819,1
"GO:0045686","BP","negative regulation of glial cell differentiation",29,28,0.661599298965942,1
"GO:0033270","CC","paranode region of axon",10,10,0.661619298356922,1
"GO:0021561","BP","facial nerve development",10,10,0.661687379294469,1
"GO:0021610","BP","facial nerve morphogenesis",10,10,0.661687379294469,1
"GO:0003310","BP","pancreatic A cell differentiation",10,10,0.661751062421268,1
"GO:0045647","BP","negative regulation of erythrocyte differentiation",10,10,0.661769727986344,1
"GO:0070244","BP","negative regulation of thymocyte apoptotic process",10,10,0.661796733892626,1
"GO:0035925","MF","mRNA 3'-UTR AU-rich region binding",29,28,0.661866546865882,1
"GO:1902042","BP","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors",29,28,0.66191848760807,1
"GO:0141221","MF","histone deacetylase activity, hydrolytic mechanism",10,10,0.661943908623662,1
"GO:0140092","CC","bBAF complex",10,10,0.661971566516672,1
"GO:1900864","BP","mitochondrial RNA modification",10,10,0.662068522898042,1
"GO:0001826","BP","inner cell mass cell differentiation",10,10,0.662132471147034,1
"GO:0000805","CC","X chromosome",10,10,0.662148481795466,1
"GO:0004862","MF","cAMP-dependent protein kinase inhibitor activity",10,10,0.662155217231881,1
"GO:0010496","BP","intercellular transport",10,10,0.662160037064771,1
"GO:0015937","BP","coenzyme A biosynthetic process",10,10,0.662166803237485,1
"GO:0098880","BP","maintenance of postsynaptic specialization structure",10,10,0.662210286839555,1
"GO:0044837","BP","actomyosin contractile ring organization",10,10,0.66227517957755,1
"GO:0021903","BP","rostrocaudal neural tube patterning",10,10,0.662332803364479,1
"GO:0005225","MF","volume-sensitive anion channel activity",10,10,0.662369645391011,1
"GO:0000779","CC","condensed chromosome, centromeric region",179,171,0.662559548453817,1
"GO:0060346","BP","bone trabecula formation",10,10,0.662569742143954,1
"GO:0099532","BP","synaptic vesicle endosomal processing",10,10,0.662890686002175,1
"GO:0015911","BP","long-chain fatty acid import across plasma membrane",10,10,0.663048638663828,1
"GO:0072205","BP","metanephric collecting duct development",10,10,0.663075662448503,1
"GO:0030492","MF","hemoglobin binding",8,8,0.663109966687496,1
"GO:0014051","BP","gamma-aminobutyric acid secretion",10,10,0.66314209553605,1
"GO:0072534","CC","perineuronal net",10,10,0.663255925456928,1
"GO:0048617","BP","embryonic foregut morphogenesis",10,10,0.663283794184417,1
"GO:0008395","MF","steroid hydroxylase activity",26,25,0.663320032843996,1
"GO:0070922","BP","RISC complex assembly",10,10,0.663361396423325,1
"GO:0098871","CC","postsynaptic actin cytoskeleton",10,10,0.663401720986597,1
"GO:0048755","BP","branching morphogenesis of a nerve",10,10,0.663403267155977,1
"GO:0048703","BP","embryonic viscerocranium morphogenesis",10,10,0.66341060619563,1
"GO:0007040","BP","lysosome organization",113,108,0.663449595569309,1
"GO:0080171","BP","lytic vacuole organization",113,108,0.663449595569309,1
"GO:0038063","BP","collagen-activated tyrosine kinase receptor signaling pathway",10,10,0.663481906323114,1
"GO:0043587","BP","tongue morphogenesis",10,10,0.66358814543984,1
"GO:1902746","BP","regulation of lens fiber cell differentiation",10,10,0.663620404307361,1
"GO:0030868","CC","smooth endoplasmic reticulum membrane",9,9,0.663634926092066,1
"GO:0042975","MF","peroxisome proliferator activated receptor binding",10,10,0.663751654411867,1
"GO:1904760","BP","regulation of myofibroblast differentiation",9,9,0.663787613904461,1
"GO:0090674","BP","endothelial cell-matrix adhesion via fibronectin",9,9,0.663869702330846,1
"GO:1904904","BP","regulation of endothelial cell-matrix adhesion via fibronectin",9,9,0.663869702330846,1
"GO:0009624","BP","response to nematode",9,9,0.663958021359965,1
"GO:0030235","MF","nitric-oxide synthase regulator activity",10,10,0.663978235576658,1
"GO:0043178","MF","alcohol binding",92,88,0.664137663977543,1
"GO:0048251","BP","elastic fiber assembly",10,10,0.664173741781437,1
"GO:0043271","BP","negative regulation of monoatomic ion transport",109,104,0.664265790696865,1
"GO:0031915","BP","positive regulation of synaptic plasticity",10,10,0.664338425125349,1
"GO:0008046","MF","axon guidance receptor activity",10,10,0.66440052883276,1
"GO:0000272","BP","polysaccharide catabolic process",28,27,0.664482562591893,1
"GO:0051721","MF","protein phosphatase 2A binding",29,28,0.664562820555795,1
"GO:0090162","BP","establishment of epithelial cell polarity",29,28,0.664620458844432,1
"GO:0098917","BP","retrograde trans-synaptic signaling",10,10,0.66484069046265,1
"GO:0001731","BP","formation of translation preinitiation complex",9,9,0.665050702214399,1
"GO:0032782","BP","bile acid secretion",9,9,0.665246347985214,1
"GO:0099524","CC","postsynaptic cytosol",29,28,0.665267234378712,1
"GO:0101020","MF","estrogen 16-alpha-hydroxylase activity",8,8,0.665268668785039,1
"GO:0031434","MF","mitogen-activated protein kinase kinase binding",10,10,0.665326686121173,1
"GO:0036337","BP","Fas signaling pathway",9,9,0.665333371373182,1
"GO:0051620","BP","norepinephrine uptake",9,9,0.665412427033723,1
"GO:0016303","MF","1-phosphatidylinositol-3-kinase activity",10,10,0.66543063353108,1
"GO:0048845","BP","venous blood vessel morphogenesis",10,10,0.665459359082756,1
"GO:0021604","BP","cranial nerve structural organization",10,10,0.66549034204463,1
"GO:0038083","BP","peptidyl-tyrosine autophosphorylation",10,10,0.665521371027734,1
"GO:0030023","MF","extracellular matrix constituent conferring elasticity",10,10,0.665571144337822,1
"GO:0071897","BP","DNA biosynthetic process",158,151,0.665618671911032,1
"GO:2000347","BP","positive regulation of hepatocyte proliferation",10,10,0.665680603032602,1
"GO:0045667","BP","regulation of osteoblast differentiation",154,147,0.665792189946227,1
"GO:0097119","BP","postsynaptic density protein 95 clustering",10,10,0.665803593369648,1
"GO:0033004","BP","negative regulation of mast cell activation",9,9,0.66581404185604,1
"GO:0090557","BP","establishment of endothelial intestinal barrier",10,10,0.665855199800543,1
"GO:0072178","BP","nephric duct morphogenesis",10,10,0.665895736213143,1
"GO:0140694","BP","membraneless organelle assembly",426,407,0.666080421282896,1
"GO:0051403","BP","stress-activated MAPK cascade",49,47,0.666166724240445,1
"GO:0071421","BP","manganese ion transmembrane transport",10,10,0.666248144871387,1
"GO:0021520","BP","spinal cord motor neuron cell fate specification",10,10,0.666293014364521,1
"GO:0034987","MF","immunoglobulin receptor binding",9,9,0.666413119878137,1
"GO:0035384","BP","thioester biosynthetic process",49,47,0.666450748759449,1
"GO:0071616","BP","acyl-CoA biosynthetic process",49,47,0.666450748759449,1
"GO:0042590","BP","antigen processing and presentation of exogenous peptide antigen via MHC class I",9,9,0.666457946804055,1
"GO:0070292","BP","N-acylphosphatidylethanolamine metabolic process",9,9,0.666480676853484,1
"GO:0043256","CC","laminin complex",10,10,0.666506747319943,1
"GO:0003357","BP","noradrenergic neuron differentiation",10,10,0.666541881578136,1
"GO:0001915","BP","negative regulation of T cell mediated cytotoxicity",9,9,0.666667577455857,1
"GO:0042026","BP","protein refolding",28,27,0.666870344839715,1
"GO:0048387","BP","negative regulation of retinoic acid receptor signaling pathway",10,10,0.666938179192497,1
"GO:0051445","BP","regulation of meiotic cell cycle",70,67,0.667060585189246,1
"GO:0140031","MF","phosphorylation-dependent protein binding",10,10,0.667399190764827,1
"GO:0050861","BP","positive regulation of B cell receptor signaling pathway",9,9,0.667613076653712,1
"GO:0071918","BP","urea transmembrane transport",9,9,0.667765115618117,1
"GO:0002562","BP","somatic diversification of immune receptors via germline recombination within a single locus",70,67,0.667814769884661,1
"GO:0016444","BP","somatic cell DNA recombination",70,67,0.667814769884661,1
"GO:2000819","BP","regulation of nucleotide-excision repair",29,28,0.667961518966424,1
"GO:0016482","BP","cytosolic transport",134,128,0.668194369346908,1
"GO:0060478","BP","acrosomal vesicle exocytosis",9,9,0.668245134633342,1
"GO:0051156","BP","glucose 6-phosphate metabolic process",28,27,0.66826450566555,1
"GO:0016763","MF","pentosyltransferase activity",48,46,0.668444054395527,1
"GO:0034447","BP","very-low-density lipoprotein particle clearance",9,9,0.668529433108747,1
"GO:0045862","BP","positive regulation of proteolysis",201,192,0.668601609665225,1
"GO:0021795","BP","cerebral cortex cell migration",50,48,0.668653963562582,1
"GO:0006475","BP","internal protein amino acid acetylation",9,9,0.668675454384203,1
"GO:0042104","BP","positive regulation of activated T cell proliferation",27,26,0.668804058983407,1
"GO:0042937","MF","tripeptide transmembrane transporter activity",9,9,0.668880449120743,1
"GO:1901987","BP","regulation of cell cycle phase transition",446,426,0.668921522711635,1
"GO:0043615","BP","astrocyte cell migration",9,9,0.668939318473342,1
"GO:0002666","BP","positive regulation of T cell tolerance induction",9,9,0.668970985718799,1
"GO:0030300","BP","regulation of intestinal cholesterol absorption",9,9,0.669009127399803,1
"GO:0080025","MF","phosphatidylinositol-3,5-bisphosphate binding",28,27,0.66904292873644,1
"GO:0009994","BP","oocyte differentiation",70,67,0.669113061606132,1
"GO:0031430","CC","M band",28,27,0.669156414324265,1
"GO:0015143","MF","urate transmembrane transporter activity",9,9,0.669283955573126,1
"GO:1901702","MF","salt transmembrane transporter activity",9,9,0.669283955573126,1
"GO:0016413","MF","O-acetyltransferase activity",9,9,0.669497002644741,1
"GO:0021952","BP","central nervous system projection neuron axonogenesis",29,28,0.669507991824791,1
"GO:2000425","BP","regulation of apoptotic cell clearance",9,9,0.669613308716628,1
"GO:0002778","BP","antibacterial peptide production",9,9,0.669614094890575,1
"GO:0033135","BP","regulation of peptidyl-serine phosphorylation",28,27,0.669699107828741,1
"GO:0009205","BP","purine ribonucleoside triphosphate metabolic process",242,231,0.66978155156854,1
"GO:1901748","BP","leukotriene D4 metabolic process",9,9,0.670021107382839,1
"GO:0051148","BP","negative regulation of muscle cell differentiation",69,66,0.670097202346904,1
"GO:0098827","CC","endoplasmic reticulum subcompartment",1191,1138,0.670155306279677,1
"GO:0002486","BP","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",9,9,0.670201218020583,1
"GO:0051656","BP","establishment of organelle localization",382,365,0.670290098146963,1
"GO:0015884","BP","folic acid transport",9,9,0.670291221578512,1
"GO:0002536","BP","respiratory burst involved in inflammatory response",9,9,0.670437104564657,1
"GO:0016868","MF","intramolecular phosphotransferase activity",9,9,0.670614501163382,1
"GO:0046034","BP","ATP metabolic process",220,210,0.670734268410745,1
"GO:0016716","MF","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen",9,9,0.670737772224992,1
"GO:0030854","BP","positive regulation of granulocyte differentiation",9,9,0.670790595091251,1
"GO:1990742","CC","microvesicle",9,9,0.670831043448122,1
